agâz etmek,اغازا
ah çekmek,اه چكمك
ah,اه
ahad,احد
ahar,اخر
ahara temlîk etmek,اخره تمليك ا
ahbâb takımı,احباب طاقمى
ahd-nâme,عهد نامه
ahd,عهد
ahir,اخر
ahiretlik,اخرتلك
ahlâk,اخلاق
ahlât,اخلاط
ahmak defteri,احمق دفترى
ahmak,احمق
ahmer,احمر
ahres,اخرس
ahsâs,احساس
ahur,اخور
ahvel,احول
ahvâl-i beşeriyye,احوال بشريه
ahz etmek,اخذا
ahz u girift etmek,اخذوكرفت ا
ahz u girift,اخذوكرفت
ahz u kabûl,اخذوقبول
ahz ü itâ,اخذوعطا
ahz,اخذ
ahâlî,اهالى
ahâlîden hâlî kılmak,اهاليدن خالى قيلمق
ahşab,احشب
ahşap,احشب
ahşâb,احشاب
ak mermer,اق مرمر
ak sakallı,اق صقاللو
ak sakallı,اق صقاللى
ak-sulemen,اق سولمن
ak,اق
akar,اقار
akbaba,اق بابا
akciğer,اق جكر
akd etmek,عقد ا
akd etmek,عقدا
akd-i nikâh,عقد نكاح
akd,عقد
akdamar,اق طمر
akdamardan ibâret olan,اق طمردن عبارت اولان
akdamarlara müteallik olan,اق طمرلره متعلق اولان
akl etmek,عقل ا
akl öğretmek,عقل او كرتمك
akl,عقل
akla bâliğ olmak,عقله بالغ او
akla bâliğ,عقله بالغ
akla sığar,عقله صيغار
aklsız,عقلسز
aklî,عقلى
aklı başına gelmek,عقلى باشنه كلمك
aklı başında olmak,عقلى باشنده او
aklı başında olmaklık,عقلى باشنده اولمقلق
aklı başında,عقلى باشنده
aklı başındadır,عقلى باشنده در
aklıma bir şey geliyor,عقلمه برشى كليور
aklıma geliyor,عقلمه كليور
aklına gelmek üzere,عقلنه كلمك اوزره
aklına getirmek,عقلنه كتورمق
aklına getirmek,عقلنه كتورمك
aklına kabûl etmek,عقلنه قبول ا
aklına koymak,عقلنه قومق
aklına şey koymak,عقلنه شى قومق
aklından çıkarmak,عقلندن چيقارمق
aklını başına getirmek,عقلنى باشنه كتورتمك
aklını başına getirmek,عقلنى باشنه كتورمك
aklını vermek,عقلنى ويرمك
aklını çelmek,عقلنى چلمك
akmak,اقمق
akmamak,اقمامق
akmayan,اقميان
akmaz,اقمز
akraba,اقربا
akrabadan,اقربادن
akrabalık,اقربالق
akrabâ,اقربا
akrep,عقرب
akrân,اقران
aks etmek,عكس ا
aks,عكس
aksa,اقصى
aksak,اغساق
aksilik,عكسيلك
aksî,عكسى
aksımak,اقصيمق
aksırmak,اقسرمق
aksırık,اقسرق
aksırış,اقسرش
akâ'id,عقائد
akâid,عقائد
akçe,اقچه
akçece,اقچه جه
akçeye müteallik,اقچه يه متعلق
akîde,عقيده
akîk,عقيق
akıcı nesne,اقيجى نسنه
akıl etmek,عقل ا
akıl öğretmek,عقل اوكرتمك
akılda saklamak,عقلده صقلامق
akılda tutmak,عقلده طوتمق
akıldan hâric,عقلدن خارج
akıllı,عقللو
akıllılık,عقللو لق
akılsız,عقلسز
akılsızlık,عقلسزلق
akın,اقين
akıntı yeri,اقندى يرى
akıntı,اقندى
akıp geçmek,اقوب كچمك
akıtmak,اقتمق
akşam cemiyeti,اخشام جمعيتى
akşam karanlığı,اخشام قرانلغى
akşam kararması,اخشام قرارمسى
akşam ne yiyeceğini sabahleyin bilmemek,اخشام نه ييه جكنى صباحلين بلما مك
akşam tez olmak,اخشام تيزاولمق
akşam vakti,اخشام وقتى
akşam yemeği,اخشام يمكى
akşam,اخشام
al,آل
al,ال
ala karga,اله قارغه
ala tenli,اله تنلو
ala-hafiyyeten,على خفية
ala,اله
ala,على
alabalık,اله بالق
alabanda,الابانده
alaca,اله جه
alacaklı,اله جقلو
alafranga,الافرانغه
alak bulak,الاق بولاق
alan,الان
alargada,الارغه ده
alay emini,الاى امينى
alay,الاى
aldanmış,الدانمش
aldanış,الدانش
aldatmak,الداتمق
aldatış,الدادش
aldırmak,الدرمق
aldırmamak,الدرمامق
ale-l-acele,على العجله
ale-l-husûs,على الخصوص
ale-l-ittifâk,على الاتفاق
ale-l-münâvebe,على المناوبه
ale-l-umûm,على العموم
ale-t-tedrîc,على التدريج
alel-l-gafle,على الغفله
alelacele,على العجله
alem,علم
alenen ikrâr etmek,علناً اقرارا
alenî,علنى
alet-t-tevâlî,على التوالى
alev ile yanar,علوايله ينار
alev vermek,علوويرمك
alev,علو
alevlendirmek,علولندرمك
alevlenmek,علولنمك
alevli,علولو
aleyhinde,عليهنده
aleyhine çıkışmak,عليهنه چيقشمق
aleyhine,عليهنه
alim-allah,علم الله
aliyyu-l-âlâ,على الاعلى
aliyyü-l-alâ,على الاعلا
alkışlamak,القشلمق
allah,الله
allaha sen,اللهه سن
allaha ısmarladık,اللهه اصمارلدق
allâm,علام
almak,المق
almamak,المامق
alt etmek,الت ا
alt eşiği,الت اشيكى
alt tarafını söylemek,الت طرفنى سويلمك
alt yana,الت يانه
alt yanda,الت يانده
alt yandaki,الت يانده كى
alt yanı,الت يانى
alt yanına,الت ياننه
alt yanında,الت ياننده
alt yanını söylemek,الت ياننى سويلمك
alt üst etmek,الت اوست ا
alt üst,الت اوست
alta,الته
altmış,التمش
altta kalmaz,التده قالمز
altta olan,التده اولان
altta,التده
altı buçuk arşın,التى بچوق ارشون
altı buçuk arşınlık ölçü,التى بچوق ارشونلق اولچى
altı,التى
altıda bir,التيده بر
altın otu,التون اوتى
altın top,التون طوب
altın top,التون طوپ
altın varakı,التون ورقى
altın,التون
altına gübre sermek,التنه كوبره سرمك
altına gümüşe katılan bakır,التونه كومشه قاتلان باقر
altına,التنه
altıncı,التنجى
altında,التنده
altında,التنه
altından,التندن
altını kazmak,التنى قازمق
altıparmak,التى پرمق
alâim-üs-semâ,علائم السما
alâim,علائم
alâka etmek,علاقه ا
alâka,علاقه
alâmet olmak,علامت او
alâmet,علامت
alçak,الچق
alçakgönüllü,الچق كوكللو
alçı,الچى
alîl kimesne (kimse),عليل كمسنه
alîl,عليل
alîm,عليم
alıcı,اليجى
alıkoymak,اليقومق
alım,الم
alın,الن
alınamaz,النه مز
alınız sizindir,الكزسزنكدر
alıp gitmek,الوب كتمك
alıp götürmek,الوب كوترمك
alıp kaçmak,الوب قاچمق
alıp verecek,الوب ويره جك
alıp vereceği olmak,الوب ويره جكى او
alıp vereceğimiz kalmadı,الوب ويره جكمز قالمدى
alıvermek,اليويرمك
alış,الش
alışmak,الشمق
alışmamış,الشمامش
alışmış olmak,الشمش او
alışmış,الشمش
alıştırmak,الشدرمق
alışveriş etmek,الش ويرش ا
alışveriş,الش ويرش
alışveriş,الشويرش
alışık olmak,الشق او
alışık,الشق
ama,اما
ambar,انبار
amberbaris,عنبر بارس
amca oğlu,عموجه اوغلى
amca,عموجه
amden,عمداً
amdî,عمدى
amel etmek,عمل ا
amel vermek,عمل ويرمك
amel,عمل
ameliyyât,عمليتات
amiral,اميرال
amm,عم
ammâ,عما
ammî,عمى
amuca,عموجه
amân demek,امان ديمك
amân talep etmek,امان طلب ا
amîk,عميق
amûd,عمود
amûdî,عمودى
an-asl,عن اصل
an-ı vâhid sürer sürmez,ان واحدسوررسورمز
an,ان
ana dili,انادلى
ana direğin bastığı yer,اناديركك باصديغى ير
ana tarafından,اناطرفندن
ana,اكا
ana,انا
anafor,انافور
anahtar,اناختار
ananas,اناناس
anason,اناسون
anbar ağzı,انباراغزى
anbar kapağı,انبارقپاغى
anbar,انبار
anber,عنبر
anberbaris,عنبر بارس
anbâr,انبار
and içmek,اندايچمك
and,اند
andelib,عندليب
andırmak,اكدرمق
andırıp geçmek,اكدروب كچمك
andırış,اكدرش
ankebût,عنكبوت
ankâ,عنقا
anlamak,اكلامق
anlar,انلر
anlatmak,اكلاتمق
anlayış,اكلايش
anlaşılamaz,اكلاشلمز
anlaşılmaz bir madde,اكلاشلمزبرماده
anlaşılmaz,اكلاشلمز
anmak,اكمق
ansız,انسز
ansızın,انسزين
antika,عنتقه
antîka,عنتيقه
anvet,عنوت
anâdil,عنادل
anâsır-ı erba',عناصراربع
anı,انى
anıda,انيده
anın,انك
anınki,انككى
anırmak,اكرمق
apansız,اب انسز
ara sıra vâki olan,اراصره واقع اولان
ara sıra,اراصره
ara vermeyerek,اراويرميه رك
ara,ارا
arab,عرب
araba bargiri,عربه باركيرى
araba ile gezmek,عربه ايله كزمك
araba,عربه
arabacı,عربه جى
arada bulunmak,اراده بولنمق
arada olmak,اراده او
arada sırada,اراده صره ده
arada,اراده
arak nev'inden,عرق نوعندن
arak,عرق
aralık,ارالق
aralıktan bakmak,ارالقدن باقمق
arama,ارامه
aramak,ارامق
aramaklık,ارامقلق
aranılır,ارانيلور
arap atı,عرب اتى
arap,عرب
arası yok,اراسى يوق
arasına,اراسنه
arasında,اراسنده
aratmak,اراتمق
araya girmek,ارايه كيرمك
araya girmeklik,ارايه كيرمكلك
araya koymak,ارايه قومق
araya sokmak,ارايه صوقمق
araya,ارايه
arayıp bulmak,ارايوب بولمق
arayış,ارايش
araz,عرض
arazî,عرضى
ard,ارد
ardı arası olmayan,اردى اراسى اولميان
ardı arası olmayarak,اردى اراسى اولميه رق
ardı sıra,اردى صره
ardına düşmek,اردينه دوشمك
ardına gitmek,اردينه كتمك
ardına,اردينه
ardında,اردنده
argaç,ارغاج
ark,عرق
arka kemiği,ارقه كميكى
arka olmak,ارقه او
arka,ارقه
arkadaş,ارقه داش
arkadaşlık etmek,ارقه داشلق ا
arkadaşlık,ارقه داشلق
arkası işlememek,ارقه سى ايشلمامك
arkası sıra gelmek,ارقه سى صره كلمك
arkasına düşmek,ارقه سنه دوشمك
arkasına,ارقه سنه
arkasında,ارقه سنده
arkuri (aykırı),ارقورى
arkuri,ارقورى
arkırı,ارقورى
arma,ارمه
armut,ارمود
arpa saman,ارپه صمان
arpa suyu mayası,ارپه صويى مايه سى
arpa suyu,ارپه صويى
arpa,ارپه
arpacık,ارپه جق
arpalık,ارپه لق
arsa,عرصه
arslan,ارسلان
arsız,عارسز
arsızlık,عارسزلق
art,ارد
artan,ارتان
artmak,ارتمق
artmış parça,ارتمش پارچه
artmış,ارتمش
artık,ارتق
artırmak,ارترمق
arz etmek,عرض ا
arz-ı aşk etmek,عرض عشق ا
arz-ı beled,عرض بلد
arz-ı hâl vermek,عرضحال ويرمك
arz-ı hâl,عرضحال
arz-ı ubûdiyyet etmek,عرض عبوديت ا
arz-ı ubûdiyyet,عرض عبوديت
arz,ارض
arz,عرض
arzu etmek,ارزوا
arzu olunur,ارزواولنور
arzu,ارزو
arzulamak,ارزولمق
arzulamak,خواهش ا
arzî,ارضى
arzû-mend,ارزومند
arâf,اعراف
arâzi,اراضى
arâzî,اراضى
arîz,عريض
arîza,عريضه
arûs,عروس
arı kovanı,ارى قوانى
arı sesi,ارى سسى
arı sürüsü,ارى سوروسى
arı,ارى
arık,اريق
arıklamak,ارقلامق
arş,ارش
arş,عرش
arşın,ارشون
asabe,عصبه
asamm,اصم
asel,عسل
asfer,اصفر
asfûr,عصفور
ashâb-ı menâsıbtan olan,اصحاب مناصبدن اولان
asilzâde,اصلزاده
asitân,استان
asker acemisi,عسكر عجميسى
asker alayı,عسكرالايى
asker eskisi,عسكر اسكيسى
asker gemisi,عسكر كميسى
asker koymak,عسكرقومق
asker neferi,عسكر نفرى
asker rubası,عسكرروبه سى
asker tahrîri,عسكر تحريرى
asker yürümesi,عسكريورومسى
asker,عسكر
askerin yol tezkeresi,عسكرك يول تذكره سى
askerlik etmek,عسكرلك ا
askerliğe yazmak,عسكرلكه يازمق
askerliğe yazılmak,عسكر لكه يازلمق
askerî,عسكرى
askerîden olmayan,عسكريدن اولميان
askı,اصقى
asl vatan,اصل وطن
asl,اصل
aslâ,اصلا
aslî,اصلى
aslı var,اصلى وار
aslı yok faslı yok,اصلى يوق فصلى يوق
aslı yok gibi,اصلى يوق كبى
aslı yok,اصلى يوق
aslı yoktan,اصلى يوقدن
asma kilidi,اصمه كليدى
asma,اصمه
asmak,اصمق
asr-ı vâhid adamları,عصر واحدادملرى
asr,عصر
asrî,عصرى
astar çekmek,استار چكمك
astar,استار
asâ-yi hükûmet,عصاى حكومت
asâ,عصا
asâkir-i hâssa,عساكرخاصه
asâkir-i muntazama,عساكرمنتظمه
asâletli,اصالتلو
asîl,اصيل
asûde,اسوده
asıl kara,اصل قره
asıl kendi,اصل كندى
asıl maslahat sâhibi,اصل مصلحت صاحبى
asıl mâl sâhibi,اصل مال صاحبى
asıl,اصل
asılmak,اصلمق
asır,عصر
at ile gezmek,ات ايله كزمك
at ile,ات ايله
at tarağı,ات طراغى
at,ات
atar,اتار
atebe,عتبه
ateş almak,اتش المق
ateş almamak,اتش المامق
ateş etmek,اتش ا
ateş gemisi,اتش كميسى
ateş gibi,اتش كبى
ateş kesilmek,اتش كسلمك
ateş vermek,اتش ويرمك
ateş çakmak,اتش چاقمق
ateş,اتش
ateşe göstermek,اتشهكوسترمك
ateşli,اتشلو
atf etmek,عطف ا
atim,اتم
atiyye,عطيه
atkı,اتقى
atlamak,اتلامق
atlas,اطلس
atlayıp geçmek,اتلايوب كچمك
atlayış,اتلاش
atlayış,اتلايش
atlı,اتلو
atma,اتمه
atmaca,اتمجه
atmak,اتمق
atse,عطسه
atsineği,ات سنكى
atsân etmek,عطسان ا
attan düşürmek,اتدن دوشورمك
atâlet,عطالت
atîk,عتيق
atûh getirmiş,عتوه كتورمش
atûh,عتوه
atıcı,اتيجى
atılma,اتلمه
atılmak,اتلمق
atılış,اتلش
atım,اتم
atından düşürmek,اتندن دوشورمك
atıvermek,اتيويرمك
atış,اتش
atş,عطش
atşân olmak,عطشان او
atşân,عطشان
av atı,اواتى
av tüfeği,اوتفنكى
av,آو
av,او
ava gidiş,اوه كيدش
ava gitmek,آوه كتمك
avadanlık,اوادانلق
avcı başı,اوجى باش
avcı,اوجى
avdet borusu,عودت بوروسى
avdet etmek,عودت ا
avdet,عودت
avlak,اولاق
avlamak,اولامق
avlu,حولى
avn,عون
avrat,عورت
avret yeri,عورت يرى
avret yerleri,عورت يرلرى
avukat,اووقات
avuç dolusu,اوج طوليسى
avâ'id,عوائد
avâid,عوائد
avâm-pesend,عوام پسند
avâm-ı nâs,عوام ناس
avâm-ı nâsdan biri,عوام ناسدن برى
avâmm-ı nâs,عوام ناس
avına gitmek,اوينه كتمك
ay aydınlığı,اى ايدينلغى
ay başı,اى باشى
ay,اى
ayak altına almak,اياق التنه المق
ayak atmak,اياق اتمق
ayak basacak yer,اياق باصه جق ير
ayak basmak,اياق باصمق
ayak basmamış,اياق باصمامش
ayak izi,اياق ايزى
ayak kapanması,اياق قپانمسى
ayak parmağı,اياق پرمغى
ayak takımı,اياق طاقمى
ayak teri,اياق ترى
ayak yastığı,اياق ياصديغى
ayak çalmak,اياق چالمق
ayak öpmek,اياق اوپمك
ayak,اياق
ayakdaş,اياقداش
ayakkabı,اياق قابى
ayaklanmak,اياقلنمق
ayaklanmış halk kalabalığı,اياقلنمش خلق غلبه لغى
ayaklanış,اياقلانش
ayaklanış,اياقلنش
ayakları sakat,اياقلرى سقط
ayakta durmak,اياقده دورمق
ayakta,اياقده
ayartmak,ايارتمق
ayartmaya bakmak,ايار تمغه باقمق
ayartmaya çalışmak,ايارتمغه چالشمق
ayarına bakmak,عيارينه باقمق
ayazma,ايازمه
ayağa kalkmak,اياغه قالقمق
ayağı kapanmak,اياغى قپانمق
ayağı kapanıp düşmek,اياغى قپانوب دوشمك
ayağın üstü,اياغك اوستى
ayağını kaydırmak,اياغنى قايدرمق
ayağını sakat etmek,اياغنى سقط ا
ayağını çarpmak,اياغنى چارپمق
ayb olmak,عيب او
ayb u noksândan hâlî,عيب ونقصاندن خالى
ayb,عيب
aybaşı,اى باشى
aydınlandırmak,ايدينلندرمق
aydınlanmak,ايدينلنمق
aydınlık bacası,ايدينلق باجه سى
aydınlık etmek,ايدينلق ا
aydınlık vermek,ايدينلق ويرمك
aydınlık,ايدينلق
aydınlığını kesmek,ايدينلكنى كسمك
ayet-i kerîme,ايت كريمه
aygır,ايغر
aykırı,ارقورى
aylık bağlamak,ايلق باغلامق
aylık,ايلق
aylıksız,ايلقسز
ayn-üş-şems,عين الشمس
ayn,عين
aynını almak,عيننى المق
aynını yapmak,عيننى ياپمق
aynını yazmak,عيننى يازمق
ayran,ايران
ayrı ayrı koymak,ايرى ايرى قومق
ayrı ayrı,ايرى ايرى
ayrı kapamak,ايرى قپامق
ayrı,ايرى
ayrıca ve mahsûs olan meclis,ايريجه و مخصوص اولان مجلس
ayrılmak,ايرلمق
ayrılmamak,ايرلمامق
ayrılmaz gölgesi,ايرلمز كولكه سى
ayrılış,ايريلش
aytlamak,ارقلامق
ayva,ايوه
ayyak,اياق
ayyâşlık,عياشلق
ayân başı,عيان باشى
ayân,عيان
ayânen,عياناً
ayâr etmek,عيارا
ayâr,عيار
ayîne,ايينه
ayı,آيو
ayıbalığı,ايو بالغى
ayık,ايق
ayılmak,ايلمق
ayıltmak,ايلتمق
ayın on beşi,ايك اون بشى
ayıp!,عيب
ayırd etmek,ايردا
ayırmak,ايرمق
az bir şey,ازبرشى
az bulunur,ازبولنور
az buçuk bir şey,ازبچوق برشى
az kaldı,ازقالدى
az kullanmak,ازقوللانمق
az pişmiş,ازپشمش
az sonra,ازصكره
az yer az içer,ازيرازايچر
az,از
azalma,ازالمه
azalmak,ازالمق
azaltma,ازالتمه
azaltmak,ازالتمق
azaltılma,ازالدلمه
azam,اعظم
azar azar,ازرازر
azar,ازار
azarlamak,ازارلمق
azdırmak,ازدرمق
azl etmek,عزل ا
azl,عزل
azlık,ازلق
azv etmek,عزوا
azâb etmek,عذاب ا
azâd etmek,ازادا
azâd,ازاد
azâdlık,ازادلق
azâmet,عظامت
azâmetli,عظامتلو
azâr,ازار
azâsı olmak,اعضاسى او
azîm derd,عظيم درد
azîm keder,عظيم كدر
azîm ve elîm,عطيم واليم
azîm ıztırâb,عظيم اضطراب
azîm,عظيم
azîmet etmek,عزيمت ا
azîmet,عزيمق
azîz tutmak,عزيز طوتمق
azîz tutmak,عزيزطوتمق
azîz,عزيز
azı,ازو
azılı domuz,ازولى طوكز
aç bırakmak,اج براقمق
aç durmak,اج دورمق
aç kalmak,اج قالمق
aç koymak,اج قومق
aç olmak,اج او
aç,اج
açgözlü,اج كوزلو
açgözlü,اچ كوزلو
açlık çekmek,اجلق چكمك
açlık çekmek,اچلق چكمك
açlık,اچلق
açlıktan ölmek,اجلقدن اولمق
açlıktan ölmek,اجلقدن اولمك
açma,اچمه
açmak,اچمق
açık kalmak,اچق قالمق
açık meydân,اچق ميدان
açık meşreb,اچق مشرب
açık mâî (mavi),اچق مائى
açık söylemek,اچق سويلمك
açık yer,اچق ير
açık,اچق
açıklık,اچقلق
açıktan açığa,اچقدن اچغه
açılma,اچلمه
açılmak,اچلمق
açılmamış tüy kalem,اچلمامش توى قلم
açılmış fıçı,اچلمش فوچى
açılıvermek,اچليويرمك
ağ dolusu,اغ طوليسى
ağ,اغ
ağa,اغا
ağarmak,اغارمق
ağarmaya başlamak,اغرمغه باشلامق
ağartmak,اغارتمق
ağaç kabuğu,اغاج قبوغى
ağaç kavunu,اغاج قاونى
ağaç kırıntısı,اغاج قيرنديسى
ağaç çileği,اغاج چيلكى
ağaç,اغاج
ağaçkakan,اغاج قاقان
ağaçtan,اغاجدن
ağlama,اغلامه
ağlamak,اغلامق
ağlamakta nefesi içeri çekmek,اغلامقده نفسى ايچروچكمك
ağlamakta nefesin şiddetle içeri çekilmesi,اغلامقده نفسك شدتله ايچروچكلمسى
ağlayacağı gelmek,اغلايه جغى كلمك
ağrı,اغرى
ağrımak,اغريمق
ağrına dokunmak,اغرينه دوقنمق
ağsak,اغساق
ağsımak,اغسيمق
ağu,اغو
ağustos,اغستوس
ağz,اغز
ağza almak,اغزه المق
ağzın suyu,اغزك صويى
ağzına gem vurmak,اغزينه كم اورمق
ağzından lakırdı almaya bakmak,اغزندن لاقردى المغه باقمق
ağzından lakırdı kapmak,اغزندن لقردى قاپمق
ağzını açmak,اغزينى اچمق
ağzını bağlamak,اغزينى باغلامق
ağzını bozmak,اغزينى بوزمق
ağzını kapamak,اغزينى قپامق
ağzını kapatmak,اغزينى قپاتمق
ağzını yoklamak,اغزينى يوقلمق
ağâz etmek,اغازا
ağıl,اغل
ağıla kapamak,اغله قپامق
ağır fiyat,اغرفيأت
ağır kokar,اغرقوقار
ağır koku,اغرقوقو
ağır yürümek,اغريوريمك
ağır,اغر
ağır,اغز
ağırlık,اغرلق
ağırmış,اغارمش
ağız otu,اغزاوتى
ağız tatlılığı,اغزطاتليلغى
ağız yanlışlığı,اغزيا كلشلغى
ağız,اغز
ağız,اگز
ağızdan,اغزدن
ağızlamak,اغزلامق
aşağı almak,اشاغى المق
aşağı atmak,اشاغى اتمق
aşağı basmak,اشاغى باصمق
aşağı doğru,اشاغى طوغرى
aşağı göndermek,اشاغى كوندرمك
aşağı inmek,اشاغى انمك
aşağı kalmaz,اشاغى قالمز
aşağı kıvrılmak,اشاغى قيوريلمق
aşağı rütbede,اشاغى رتبه ده اولان
aşağı varmak,اشاغى وارمق
aşağı yatmak,اشاغى ياتمق
aşağı yukarı gezinmek,اشاغى يوقارى كزنمك
aşağı yukarı,اشاغى يوقارى
aşağı,اشاغى
aşağıda,اشاغيده
aşağıki,اشاغيكى
aşağılatmak,اشاغيلتمق
aşere,عشره
aşermek,اش يرمك
aşikâr,اشكار
aşinâlık etmek,اشنالق ا
aşinâlık,اشنالق
aşk,عشق
aşkına içmek,عشقنه ايچمك
aşkına şarap içilen kimse,عشقنه شراب ايچلان كمسنه
aşkına şarap içmek,عشقنه شراب ايچمك
aşkınıza,عشقكزه
aşlamak,اشلامق
aşlatmak,اشلاتمق
aşmak,اشمق
aşâ-i rabbânî,عشاى ربانى
aşâir,عشائر
aşâr,اعشار
aşçı,اشجى
aşîret,عشيرت
aşı boyası,اشى بوياسى
aşı,اشى
aşık,اشق
aşılamak,اشلامق
aşılatmak,اشلاتمق
aşındırmak,اشندرمق
aşındırmak,اشنديرمق
aşınmak,اشنمق
aşırmak,اشورمق
aşırı,اشورى
ba'da,بعد
ba'dahu,بعده
ba'dehu,بعده
ba's olunmak,بعث اولنمق
ba's,بعث
baba,بابا
babacık,باباجق
babafinga çubuğu,بابافنغوچبوغى
bac,باج
baca,باجه
baca,باچه
bacak,باجاق
bacak,بجاق
bacaklı,باجاقلى
bacaksız,باجقسز
